run, id, cycles, Branch predicistion mis, Branch target mis, Correct
40, 10, 92594, 620, 28, false

40, 11, 92595, 620, 29, false

40, 12, 92594, 620, 28, false

40, 13, 92595, 620, 29, false

40, 14, 92594, 620, 28, false

40, 15, 92595, 620, 29, false

40, 16, 92594, 620, 28, false

40, 17, 92595, 620, 29, false

40, 18, 92594, 620, 28, false

40, 19, 92595, 620, 29, false

41, 0, 308928, 648, 27, false

41, 1, 92610, 627, 25, false

41, 2, 92605, 625, 27, false

41, 3, 92609, 624, 28, false

41, 4, 92596, 621, 29, false

41, 5, 92601, 619, 28, false

41, 6, 92592, 619, 29, false

41, 7, 92602, 621, 28, false

41, 8, 92595, 619, 28, false

41, 9, 92605, 621, 28, false

41, 10, 92592, 619, 29, false

41, 11, 92602, 621, 28, false

41, 12, 92595, 619, 28, false

41, 13, 92605, 621, 28, false

41, 14, 92592, 619, 29, false

41, 15, 92602, 621, 28, false

41, 16, 92595, 619, 28, false

41, 17, 92605, 621, 28, false

41, 18, 92592, 619, 29, false

41, 19, 92602, 621, 28, false

42, 0, 311315, 646, 28, false

42, 1, 92615, 627, 24, false

42, 2, 92605, 623, 26, false

42, 3, 92594, 624, 24, false

42, 4, 92596, 621, 29, false

42, 5, 92600, 621, 29, false

42, 6, 92597, 621, 29, false

42, 7, 92598, 621, 29, false

42, 8, 92597, 621, 29, false

42, 9, 92598, 621, 29, false

42, 10, 92597, 621, 29, false

42, 11, 92598, 621, 29, false

42, 12, 92597, 621, 29, false

42, 13, 92598, 621, 29, false

42, 14, 92597, 621, 29, false

42, 15, 92598, 621, 29, false

42, 16, 92597, 621, 29, false

42, 17, 92598, 621, 29, false

42, 18, 92597, 621, 29, false

42, 19, 92598, 621, 29, false

43, 0, 311335, 648, 28, false

43, 1, 92609, 627, 26, false

43, 2, 92602, 623, 26, false

43, 3, 92604, 624, 28, false

43, 4, 92598, 621, 29, false

43, 5, 92598, 621, 29, false

43, 6, 92599, 621, 29, false

43, 7, 92599, 621, 29, false

43, 8, 92599, 621, 29, false

43, 9, 92599, 621, 29, false

43, 10, 92599, 621, 29, false

43, 11, 92599, 621, 29, false

43, 12, 92599, 621, 29, false

43, 13, 92599, 621, 29, false

43, 14, 92599, 621, 29, false

43, 15, 92599, 621, 29, false

43, 16, 92599, 621, 29, false

43, 17, 92599, 621, 29, false

43, 18, 92599, 621, 29, false

43, 19, 92599, 621, 29, false

44, 0, 308908, 647, 27, true

44, 1, 92616, 629, 25, true

44, 2, 92609, 626, 26, true

44, 3, 92606, 625, 28, true

44, 4, 92592, 619, 29, true

44, 5, 92602, 619, 28, true

44, 6, 92592, 619, 29, true

44, 7, 92593, 621, 26, true

44, 8, 92595, 619, 28, true

44, 9, 92605, 621, 28, true

44, 10, 92592, 619, 29, true

44, 11, 92602, 621, 28, true

44, 12, 92595, 619, 28, true

44, 13, 92605, 621, 28, true

44, 14, 92592, 619, 29, true

44, 15, 92602, 621, 28, true

44, 16, 92595, 619, 28, true

44, 17, 92605, 621, 28, true

44, 18, 92592, 619, 29, true

44, 19, 92602, 621, 28, true

45, 0, 311319, 647, 28, false

45, 1, 92615, 627, 24, false

45, 2, 92605, 623, 26, false

45, 3, 92594, 624, 24, false

45, 4, 92596, 621, 29, false

45, 5, 92601, 621, 28, false

45, 6, 92605, 621, 28, false

45, 7, 92601, 621, 28, false

45, 8, 92605, 621, 28, false

45, 9, 92601, 621, 28, false

45, 10, 92605, 621, 28, false

45, 11, 92601, 621, 28, false

45, 12, 92605, 621, 28, false

45, 13, 92601, 621, 28, false

45, 14, 92605, 621, 28, false

45, 15, 92601, 621, 28, false

45, 16, 92605, 621, 28, false

45, 17, 92601, 621, 28, false

45, 18, 92605, 621, 28, false

45, 19, 92601, 621, 28, false

46, 0, 308933, 650, 27, false

46, 1, 92616, 629, 25, false

46, 2, 92609, 626, 26, false

46, 3, 92606, 625, 28, false

46, 4, 92592, 619, 29, false

46, 5, 92602, 619, 28, false

46, 6, 92592, 619, 29, false

46, 7, 92602, 621, 28, false

46, 8, 92595, 619, 28, false

46, 9, 92605, 621, 28, false

46, 10, 92592, 619, 29, false

46, 11, 92599, 621, 29, false

46, 12, 92601, 619, 28, false

46, 13, 92592, 619, 29, false

46, 14, 92593, 621, 26, false

46, 15, 92595, 619, 28, false

46, 16, 92605, 621, 28, false

46, 17, 92592, 619, 29, false

46, 18, 92602, 621, 28, false

46, 19, 92595, 619, 28, false

47, 0, 311324, 649, 28, true

47, 1, 92628, 630, 26, true

47, 2, 92609, 623, 26, true

47, 3, 92601, 623, 28, true

47, 4, 92594, 620, 28, true

47, 5, 92603, 620, 28, true

47, 6, 92599, 620, 28, true

47, 7, 92603, 620, 28, true

47, 8, 92599, 620, 28, true

47, 9, 92603, 620, 28, true

47, 10, 92599, 620, 28, true

47, 11, 92603, 620, 28, true

47, 12, 92599, 620, 28, true

47, 13, 92603, 620, 28, true

47, 14, 92599, 620, 28, true

47, 15, 92603, 620, 28, true

47, 16, 92599, 620, 28, true

47, 17, 92603, 620, 28, true

47, 18, 92599, 620, 28, true

47, 19, 92603, 620, 28, true

48, 0, 308910, 647, 27, false

48, 1, 92628, 630, 26, false

48, 2, 92609, 623, 26, false

48, 3, 92601, 623, 28, false

48, 4, 92594, 620, 28, false

48, 5, 92603, 620, 28, false

48, 6, 92599, 620, 28, false

48, 7, 92603, 620, 28, false

48, 8, 92599, 620, 28, false

48, 9, 92603, 620, 28, false

48, 10, 92599, 620, 28, false

48, 11, 92603, 620, 28, false

48, 12, 92599, 620, 28, false

48, 13, 92603, 620, 28, false

48, 14, 92599, 620, 28, false

48, 15, 92603, 620, 28, false

48, 16, 92599, 620, 28, false

48, 17, 92603, 620, 28, false

48, 18, 92599, 620, 28, false

48, 19, 92603, 620, 28, false

49, 0, 311330, 644, 29, false

49, 1, 92611, 626, 24, false

49, 2, 92605, 623, 26, false

49, 3, 92594, 624, 24, false

49, 4, 92596, 621, 29, false

49, 5, 92601, 621, 28, false

49, 6, 92605, 621, 28, false

49, 7, 92601, 621, 28, false

49, 8, 92605, 621, 28, false

49, 9, 92601, 621, 28, false

49, 10, 92605, 621, 28, false

49, 11, 92601, 621, 28, false

49, 12, 92605, 621, 28, false

49, 13, 92601, 621, 28, false

49, 14, 92605, 621, 28, false

49, 15, 92601, 621, 28, false

49, 16, 92605, 621, 28, false

49, 17, 92601, 621, 28, false

49, 18, 92605, 621, 28, false

49, 19, 92601, 621, 28, false

50, 0, 308925, 646, 28, false

50, 1, 92611, 626, 24, false

50, 2, 92605, 623, 26, false

50, 3, 92594, 624, 24, false

50, 4, 92596, 621, 29, false

50, 5, 92601, 621, 28, false

50, 6, 92605, 621, 28, false

50, 7, 92601, 621, 28, false

50, 8, 92605, 621, 28, false

50, 9, 92601, 621, 28, false

50, 10, 92605, 621, 28, false

50, 11, 92601, 621, 28, false

50, 12, 92605, 621, 28, false

50, 13, 92601, 621, 28, false

50, 14, 92605, 621, 28, false

50, 15, 92601, 621, 28, false

50, 16, 92605, 621, 28, false

50, 17, 92601, 621, 28, false

50, 18, 92605, 621, 28, false

50, 19, 92601, 621, 28, false

51, 0, 311334, 646, 29, false

51, 1, 92611, 626, 24, false

51, 2, 92605, 623, 26, false

51, 3, 92594, 624, 24, false

51, 4, 92596, 621, 29, false

51, 5, 92601, 621, 28, false

51, 6, 92605, 621, 28, false

51, 7, 92601, 621, 28, false

51, 8, 92605, 621, 28, false

51, 9, 92601, 621, 28, false

51, 10, 92605, 621, 28, false

51, 11, 92601, 621, 28, false

51, 12, 92605, 621, 28, false

51, 13, 92601, 621, 28, false

51, 14, 92605, 621, 28, false

51, 15, 92601, 621, 28, false

51, 16, 92605, 621, 28, false

51, 17, 92601, 621, 28, false

51, 18, 92605, 621, 28, false

51, 19, 92601, 621, 28, false

52, 0, 308928, 647, 28, false

52, 1, 92611, 626, 24, false

52, 2, 92602, 622, 26, false

52, 3, 92588, 622, 24, false

52, 4, 92590, 619, 29, false

52, 5, 92595, 619, 28, false

52, 6, 92599, 619, 28, false

52, 7, 92595, 619, 28, false

52, 8, 92599, 619, 28, false

52, 9, 92595, 619, 28, false

52, 10, 92599, 619, 28, false

52, 11, 92595, 619, 28, false

52, 12, 92599, 619, 28, false

52, 13, 92595, 619, 28, false

52, 14, 92599, 619, 28, false

52, 15, 92595, 619, 28, false

52, 16, 92599, 619, 28, false

52, 17, 92595, 619, 28, false

52, 18, 92599, 619, 28, false

52, 19, 92595, 619, 28, false

53, 0, 311312, 645, 28, true

53, 1, 92615, 627, 24, true

53, 2, 92605, 623, 26, true

53, 3, 92594, 624, 24, true

53, 4, 92596, 621, 29, true

53, 5, 92601, 621, 28, true

53, 6, 92605, 621, 28, true

53, 7, 92601, 621, 28, true

53, 8, 92605, 621, 28, true

53, 9, 92601, 621, 28, true

53, 10, 92605, 621, 28, true

53, 11, 92601, 621, 28, true

53, 12, 92605, 621, 28, true

53, 13, 92601, 621, 28, true

53, 14, 92605, 621, 28, true

53, 15, 92601, 621, 28, true

53, 16, 92605, 621, 28, true

53, 17, 92601, 621, 28, true

53, 18, 92605, 621, 28, true

53, 19, 92601, 621, 28, true

54, 0, 308914, 649, 27, false

54, 1, 92614, 628, 25, false

54, 2, 92610, 626, 27, false

54, 3, 92606, 622, 27, false

54, 4, 92592, 619, 29, false

54, 5, 92587, 619, 26, false

54, 6, 92601, 621, 28, false

54, 7, 92595, 619, 28, false

54, 8, 92605, 621, 28, false

54, 9, 92592, 619, 29, false

54, 10, 92602, 621, 28, false

54, 11, 92595, 619, 28, false

54, 12, 92605, 621, 28, false

54, 13, 92592, 619, 29, false

54, 14, 92602, 621, 28, false

54, 15, 92595, 619, 28, false

54, 16, 92605, 621, 28, false

54, 17, 92592, 619, 29, false

54, 18, 92602, 621, 28, false

54, 19, 92595, 619, 28, false

55, 0, 311318, 647, 28, true

55, 1, 92634, 632, 26, true

55, 2, 92609, 623, 26, true

55, 3, 92601, 623, 28, true

55, 4, 92594, 620, 28, true

55, 5, 92603, 620, 28, true

55, 6, 92599, 620, 28, true

55, 7, 92603, 620, 28, true

55, 8, 92599, 620, 28, true

55, 9, 92603, 620, 28, true

55, 10, 92599, 620, 28, true

55, 11, 92603, 620, 28, true

55, 12, 92599, 620, 28, true

55, 13, 92603, 620, 28, true

55, 14, 92599, 620, 28, true

55, 15, 92603, 620, 28, true

55, 16, 92599, 620, 28, true

55, 17, 92603, 620, 28, true

55, 18, 92599, 620, 28, true

55, 19, 92603, 620, 28, true

56, 0, 308934, 649, 28, false

56, 1, 92625, 629, 26, false

56, 2, 92609, 623, 26, false

56, 3, 92601, 623, 28, false

56, 4, 92594, 620, 28, false

56, 5, 92603, 620, 28, false

56, 6, 92599, 620, 28, false

56, 7, 92603, 620, 28, false

56, 8, 92599, 620, 28, false

56, 9, 92603, 620, 28, false

56, 10, 92599, 620, 28, false

56, 11, 92603, 620, 28, false

56, 12, 92599, 620, 28, false

56, 13, 92603, 620, 28, false

56, 14, 92599, 620, 28, false

56, 15, 92603, 620, 28, false

56, 16, 92599, 620, 28, false

56, 17, 92603, 620, 28, false

56, 18, 92599, 620, 28, false

56, 19, 92603, 620, 28, false

57, 0, 311313, 646, 27, false

57, 1, 92628, 630, 26, false

57, 2, 92609, 623, 26, false

57, 3, 92601, 623, 28, false

57, 4, 92594, 620, 28, false

57, 5, 92603, 620, 28, false

57, 6, 92599, 620, 28, false

57, 7, 92603, 620, 28, false

57, 8, 92599, 620, 28, false

57, 9, 92603, 620, 28, false

57, 10, 92599, 620, 28, false

57, 11, 92603, 620, 28, false

57, 12, 92599, 620, 28, false

57, 13, 92603, 620, 28, false

57, 14, 92599, 620, 28, false

57, 15, 92603, 620, 28, false

57, 16, 92599, 620, 28, false

57, 17, 92603, 620, 28, false

57, 18, 92599, 620, 28, false

57, 19, 92603, 620, 28, false

58, 0, 308905, 646, 27, true

58, 1, 92616, 629, 25, true

58, 2, 92609, 626, 26, true

58, 3, 92606, 625, 28, true

58, 4, 92592, 619, 29, true

58, 5, 92602, 619, 28, true

58, 6, 92592, 619, 29, true

58, 7, 92602, 621, 28, true

58, 8, 92595, 619, 28, true

58, 9, 92605, 621, 28, true

58, 10, 92592, 619, 29, true

58, 11, 92602, 621, 28, true

58, 12, 92595, 619, 28, true

58, 13, 92605, 621, 28, true

58, 14, 92592, 619, 29, true

58, 15, 92602, 621, 28, true

58, 16, 92595, 619, 28, true

58, 17, 92605, 621, 28, true

58, 18, 92592, 619, 29, true

58, 19, 92602, 621, 28, true

59, 0, 311335, 646, 29, false

59, 1, 92611, 626, 24, false

59, 2, 92605, 623, 26, false

59, 3, 92594, 624, 24, false

59, 4, 92596, 621, 29, false

59, 5, 92601, 621, 28, false

59, 6, 92605, 621, 28, false

59, 7, 92601, 621, 28, false

59, 8, 92605, 621, 28, false

59, 9, 92601, 621, 28, false

59, 10, 92605, 621, 28, false

59, 11, 92601, 621, 28, false

59, 12, 92605, 621, 28, false

59, 13, 92601, 621, 28, false

59, 14, 92605, 621, 28, false

59, 15, 92601, 621, 28, false

59, 16, 92605, 621, 28, false

59, 17, 92601, 621, 28, false

59, 18, 92605, 621, 28, false

59, 19, 92601, 621, 28, false

60, 0, 308915, 649, 27, false

60, 1, 92615, 627, 24, false

60, 2, 92605, 623, 26, false

60, 3, 92594, 624, 24, false

60, 4, 92596, 621, 29, false

60, 5, 92601, 621, 28, false

60, 6, 92605, 621, 28, false

60, 7, 92601, 621, 28, false

60, 8, 92605, 621, 28, false

60, 9, 92601, 621, 28, false

60, 10, 92605, 621, 28, false

60, 11, 92601, 621, 28, false

60, 12, 92605, 621, 28, false

60, 13, 92601, 621, 28, false

60, 14, 92605, 621, 28, false

60, 15, 92601, 621, 28, false

60, 16, 92605, 621, 28, false

60, 17, 92601, 621, 28, false

60, 18, 92605, 621, 28, false

60, 19, 92601, 621, 28, false

61, 0, 311308, 645, 27, false

61, 1, 92619, 630, 25, false

61, 2, 92609, 626, 26, false

61, 3, 92606, 625, 28, false

61, 4, 92592, 619, 29, false

61, 5, 92602, 619, 28, false

61, 6, 92592, 619, 29, false

61, 7, 92593, 621, 26, false

61, 8, 92595, 619, 28, false

61, 9, 92605, 621, 28, false

61, 10, 92592, 619, 29, false

61, 11, 92602, 621, 28, false

61, 12, 92595, 619, 28, false

61, 13, 92605, 621, 28, false

61, 14, 92592, 619, 29, false

61, 15, 92602, 621, 28, false

61, 16, 92595, 619, 28, false

61, 17, 92605, 621, 28, false

61, 18, 92592, 619, 29, false

61, 19, 92602, 621, 28, false

62, 0, 308912, 648, 27, false

62, 1, 92615, 627, 24, false

62, 2, 92605, 623, 26, false

62, 3, 92594, 624, 24, false

62, 4, 92596, 621, 29, false

62, 5, 92601, 621, 28, false

62, 6, 92605, 621, 28, false

62, 7, 92601, 621, 28, false

62, 8, 92605, 621, 28, false

62, 9, 92601, 621, 28, false

62, 10, 92605, 621, 28, false

62, 11, 92601, 621, 28, false

62, 12, 92605, 621, 28, false

62, 13, 92601, 621, 28, false

62, 14, 92605, 621, 28, false

62, 15, 92601, 621, 28, false

62, 16, 92605, 621, 28, false

62, 17, 92601, 621, 28, false

62, 18, 92605, 621, 28, false

62, 19, 92601, 621, 28, false

63, 0, 311329, 645, 28, false

63, 1, 92617, 628, 24, false

63, 2, 92597, 623, 27, false

63, 3, 92602, 624, 28, false

63, 4, 92596, 621, 29, false

63, 5, 92601, 621, 28, false

63, 6, 92605, 621, 28, false

63, 7, 92601, 621, 28, false

63, 8, 92605, 621, 28, false

63, 9, 92601, 621, 28, false

63, 10, 92605, 621, 28, false

63, 11, 92601, 621, 28, false

63, 12, 92605, 621, 28, false

63, 13, 92601, 621, 28, false

63, 14, 92605, 621, 28, false

63, 15, 92601, 621, 28, false

63, 16, 92605, 621, 28, false

63, 17, 92601, 621, 28, false

63, 18, 92605, 621, 28, false

63, 19, 92601, 621, 28, false

64, 0, 308905, 646, 27, true

64, 1, 92615, 627, 24, true

64, 2, 92605, 623, 26, true

64, 3, 92594, 624, 24, true

64, 4, 92596, 621, 29, true

64, 5, 92601, 621, 28, true

64, 6, 92605, 621, 28, true

64, 7, 92601, 621, 28, true

64, 8, 92605, 621, 28, true

64, 9, 92601, 621, 28, true

64, 10, 92605, 621, 28, true

64, 11, 92601, 621, 28, true

64, 12, 92605, 621, 28, true

64, 13, 92601, 621, 28, true

64, 14, 92605, 621, 28, true

64, 15, 92601, 621, 28, true

64, 16, 92605, 621, 28, true

64, 17, 92601, 621, 28, true

64, 18, 92605, 621, 28, true

64, 19, 92601, 621, 28, true

65, 0, 311316, 646, 28, false

65, 1, 92615, 627, 24, false

65, 2, 92605, 623, 26, false

65, 3, 92594, 624, 24, false

65, 4, 92596, 621, 29, false

65, 5, 92601, 621, 28, false

65, 6, 92605, 621, 28, false

65, 7, 92601, 621, 28, false

65, 8, 92605, 621, 28, false

65, 9, 92601, 621, 28, false

65, 10, 92605, 621, 28, false

65, 11, 92601, 621, 28, false

65, 12, 92605, 621, 28, false

65, 13, 92601, 621, 28, false

65, 14, 92605, 621, 28, false

65, 15, 92601, 621, 28, false

65, 16, 92605, 621, 28, false

65, 17, 92601, 621, 28, false

65, 18, 92605, 621, 28, false

65, 19, 92601, 621, 28, false

66, 0, 308930, 648, 28, false

66, 1, 92611, 626, 24, false

66, 2, 92605, 623, 26, false

66, 3, 92594, 624, 24, false

66, 4, 92596, 621, 29, false

66, 5, 92601, 621, 28, false

66, 6, 92605, 621, 28, false

66, 7, 92601, 621, 28, false

66, 8, 92605, 621, 28, false

66, 9, 92601, 621, 28, false

66, 10, 92605, 621, 28, false

66, 11, 92601, 621, 28, false

66, 12, 92605, 621, 28, false

66, 13, 92601, 621, 28, false

66, 14, 92605, 621, 28, false

66, 15, 92601, 621, 28, false

66, 16, 92605, 621, 28, false

66, 17, 92601, 621, 28, false

66, 18, 92605, 621, 28, false

66, 19, 92601, 621, 28, false

67, 0, 311304, 642, 28, false

67, 1, 92620, 629, 24, false

67, 2, 92597, 623, 27, false

67, 3, 92602, 624, 28, false

67, 4, 92596, 621, 29, false

67, 5, 92601, 621, 28, false

67, 6, 92605, 621, 28, false

67, 7, 92601, 621, 28, false

67, 8, 92605, 621, 28, false

67, 9, 92601, 621, 28, false

67, 10, 92605, 621, 28, false

67, 11, 92601, 621, 28, false

67, 12, 92605, 621, 28, false

67, 13, 92601, 621, 28, false

67, 14, 92605, 621, 28, false

67, 15, 92601, 621, 28, false

67, 16, 92605, 621, 28, false

67, 17, 92601, 621, 28, false

67, 18, 92605, 621, 28, false

67, 19, 92601, 621, 28, false

68, 0, 308915, 649, 27, false

68, 1, 92628, 630, 26, false

68, 2, 92609, 623, 26, false

68, 3, 92601, 623, 28, false

68, 4, 92594, 620, 28, false

68, 5, 92603, 620, 28, false

68, 6, 92599, 620, 28, false

68, 7, 92603, 620, 28, false

68, 8, 92599, 620, 28, false

68, 9, 92603, 620, 28, false

68, 10, 92599, 620, 28, false

68, 11, 92603, 620, 28, false

68, 12, 92599, 620, 28, false

68, 13, 92603, 620, 28, false

68, 14, 92599, 620, 28, false

68, 15, 92603, 620, 28, false

68, 16, 92599, 620, 28, false

68, 17, 92603, 620, 28, false

68, 18, 92599, 620, 28, false

68, 19, 92603, 620, 28, false

69, 0, 311336, 647, 29, false

69, 1, 92625, 629, 26, false

69, 2, 92609, 623, 26, false

69, 3, 92601, 623, 28, false

69, 4, 92594, 620, 28, false

69, 5, 92603, 620, 28, false

69, 6, 92599, 620, 28, false

69, 7, 92603, 620, 28, false

69, 8, 92599, 620, 28, false

69, 9, 92603, 620, 28, false

69, 10, 92599, 620, 28, false

69, 11, 92603, 620, 28, false

69, 12, 92599, 620, 28, false

69, 13, 92603, 620, 28, false

69, 14, 92599, 620, 28, false

69, 15, 92603, 620, 28, false

69, 16, 92599, 620, 28, false

69, 17, 92603, 620, 28, false

69, 18, 92599, 620, 28, false

69, 19, 92603, 620, 28, false

70, 0, 308931, 649, 27, false

70, 1, 92616, 629, 25, false

70, 2, 92609, 626, 26, false

70, 3, 92606, 625, 28, false

70, 4, 92592, 619, 29, false

70, 5, 92602, 619, 28, false

70, 6, 92592, 619, 29, false

70, 7, 92593, 621, 26, false

70, 8, 92595, 619, 28, false

70, 9, 92605, 621, 28, false

70, 10, 92592, 619, 29, false

70, 11, 92602, 621, 28, false

70, 12, 92595, 619, 28, false

70, 13, 92605, 621, 28, false

70, 14, 92592, 619, 29, false

70, 15, 92602, 621, 28, false

70, 16, 92595, 619, 28, false

70, 17, 92605, 621, 28, false

70, 18, 92592, 619, 29, false

70, 19, 92602, 621, 28, false

71, 0, 311332, 645, 29, false

71, 1, 92611, 626, 24, false

71, 2, 92605, 623, 26, false

71, 3, 92594, 624, 24, false

71, 4, 92596, 621, 29, false

71, 5, 92601, 621, 28, false

71, 6, 92605, 621, 28, false

71, 7, 92601, 621, 28, false

71, 8, 92605, 621, 28, false

71, 9, 92601, 621, 28, false

71, 10, 92605, 621, 28, false

71, 11, 92601, 621, 28, false

71, 12, 92605, 621, 28, false

71, 13, 92601, 621, 28, false

71, 14, 92605, 621, 28, false

71, 15, 92601, 621, 28, false

71, 16, 92605, 621, 28, false

71, 17, 92601, 621, 28, false

71, 18, 92605, 621, 28, false

71, 19, 92601, 621, 28, false

72, 0, 308912, 648, 27, false

72, 1, 92616, 629, 25, false

72, 2, 92609, 626, 26, false

72, 3, 92606, 625, 28, false

72, 4, 92592, 619, 29, false

72, 5, 92602, 619, 28, false

72, 6, 92592, 619, 29, false

72, 7, 92602, 621, 28, false

72, 8, 92595, 619, 28, false

72, 9, 92605, 621, 28, false

72, 10, 92592, 619, 29, false

72, 11, 92599, 621, 29, false

72, 12, 92601, 619, 28, false

72, 13, 92592, 619, 29, false

72, 14, 92593, 621, 26, false

72, 15, 92595, 619, 28, false

72, 16, 92605, 621, 28, false

72, 17, 92592, 619, 29, false

72, 18, 92599, 621, 29, false

72, 19, 92601, 619, 28, false

73, 0, 311316, 646, 28, true

73, 1, 92615, 628, 23, true

73, 2, 92605, 623, 26, true

73, 3, 92594, 624, 24, true

73, 4, 92596, 621, 29, true

73, 5, 92601, 621, 28, true

73, 6, 92605, 621, 28, true

73, 7, 92601, 621, 28, true

73, 8, 92605, 621, 28, true

73, 9, 92601, 621, 28, true

73, 10, 92605, 621, 28, true

73, 11, 92601, 621, 28, true

73, 12, 92605, 621, 28, true

73, 13, 92601, 621, 28, true

73, 14, 92605, 621, 28, true

73, 15, 92601, 621, 28, true

73, 16, 92605, 621, 28, true

73, 17, 92601, 621, 28, true

73, 18, 92605, 621, 28, true

73, 19, 92601, 621, 28, true

74, 0, 308901, 645, 27, true

74, 1, 92616, 629, 25, true

74, 2, 92609, 626, 26, true

74, 3, 92606, 625, 28, true

74, 4, 92592, 619, 29, true

74, 5, 92602, 619, 28, true

74, 6, 92592, 619, 29, true

74, 7, 92593, 621, 26, true

74, 8, 92595, 619, 28, true

74, 9, 92605, 621, 28, true

74, 10, 92592, 619, 29, true

74, 11, 92602, 621, 28, true

74, 12, 92595, 619, 28, true

74, 13, 92605, 621, 28, true

74, 14, 92592, 619, 29, true

74, 15, 92602, 621, 28, true

74, 16, 92595, 619, 28, true

74, 17, 92605, 621, 28, true

74, 18, 92592, 619, 29, true

74, 19, 92602, 621, 28, true

75, 0, 311300, 640, 29, false

75, 1, 92614, 627, 24, false

75, 2, 92605, 625, 27, false

75, 3, 92593, 622, 25, false

75, 4, 92593, 619, 28, false

75, 5, 92599, 619, 28, false

75, 6, 92595, 619, 28, false

75, 7, 92599, 619, 28, false

75, 8, 92595, 619, 28, false

75, 9, 92599, 619, 28, false

75, 10, 92595, 619, 28, false

75, 11, 92599, 619, 28, false

75, 12, 92595, 619, 28, false

75, 13, 92599, 619, 28, false

75, 14, 92595, 619, 28, false

75, 15, 92599, 619, 28, false

75, 16, 92595, 619, 28, false

75, 17, 92599, 619, 28, false

75, 18, 92595, 619, 28, false

75, 19, 92599, 619, 28, false

76, 0, 308922, 645, 28, false

76, 1, 92611, 626, 24, false

76, 2, 92605, 623, 26, false

76, 3, 92594, 624, 24, false

76, 4, 92596, 621, 29, false

76, 5, 92601, 621, 28, false

76, 6, 92605, 621, 28, false

76, 7, 92601, 621, 28, false

76, 8, 92605, 621, 28, false

76, 9, 92601, 621, 28, false

76, 10, 92605, 621, 28, false

76, 11, 92601, 621, 28, false

76, 12, 92605, 621, 28, false

76, 13, 92601, 621, 28, false

76, 14, 92605, 621, 28, false

76, 15, 92601, 621, 28, false

76, 16, 92605, 621, 28, false

76, 17, 92601, 621, 28, false

76, 18, 92605, 621, 28, false

76, 19, 92601, 621, 28, false

77, 0, 311303, 641, 29, false

77, 1, 92614, 627, 24, false

77, 2, 92597, 623, 27, false

77, 3, 92602, 624, 28, false

77, 4, 92596, 621, 29, false

77, 5, 92601, 621, 28, false

77, 6, 92605, 621, 28, false

77, 7, 92601, 621, 28, false

77, 8, 92605, 621, 28, false

77, 9, 92601, 621, 28, false

77, 10, 92605, 621, 28, false

77, 11, 92601, 621, 28, false

77, 12, 92605, 621, 28, false

77, 13, 92601, 621, 28, false

77, 14, 92605, 621, 28, false

77, 15, 92601, 621, 28, false

77, 16, 92605, 621, 28, false

77, 17, 92601, 621, 28, false

77, 18, 92605, 621, 28, false

77, 19, 92601, 621, 28, false

78, 0, 308915, 649, 27, true

78, 1, 92613, 628, 25, true

78, 2, 92606, 625, 26, true

78, 3, 92613, 624, 28, true

78, 4, 92593, 619, 29, true

78, 5, 92599, 621, 29, true

78, 6, 92602, 619, 28, true

78, 7, 92600, 621, 28, true

78, 8, 92596, 619, 28, true

78, 9, 92606, 621, 28, true

78, 10, 92590, 619, 28, true

78, 11, 92606, 621, 28, true

78, 12, 92590, 619, 28, true

78, 13, 92606, 621, 28, true

78, 14, 92590, 619, 28, true

78, 15, 92606, 621, 28, true

78, 16, 92590, 619, 28, true

78, 17, 92606, 621, 28, true

78, 18, 92590, 619, 28, true

78, 19, 92606, 621, 28, true

79, 0, 311313, 646, 27, false

79, 1, 92616, 628, 26, false

79, 2, 92602, 624, 27, false

79, 3, 92602, 622, 27, false

79, 4, 92596, 621, 29, false

79, 5, 92601, 619, 28, false

